Outcomes Data Alltime User ID,Outcomes Data Alltime Intake response date Date
227865,2017-11-16
227794,2017-11-16
227758,2017-11-16
227695,2017-11-16
227740,2017-11-16
227864,2017-11-16
227754,2017-11-16
227931,2017-11-17
226993,2017-11-17
227927,2017-11-17
227926,2017-11-17
227918,2017-11-19
228199,2017-11-19
227470,2017-11-19
227954,2017-11-20
228222,2017-11-20
226288,2017-11-21
226336,2017-11-21
227745,2017-11-21
228525,2017-11-22
228521,2017-11-22
226287,2017-11-22
226980,2017-11-22
228667,2017-11-23
226291,2017-11-24
227851,2017-11-26
228995,2017-11-27
228994,2017-11-27
204511,2017-11-27
227951,2017-11-27
228547,2017-11-27
228985,2017-11-28
229122,2017-11-28
227742,2017-11-28
229091,2017-11-28
228265,2017-11-29
229267,2017-11-29
229263,2017-11-29
229194,2017-11-29
229297,2017-11-30
221059,2017-11-30
229288,2017-11-30
229278,2017-11-30
229363,2017-12-01
222439,2017-12-02
200184,2017-12-02
229492,2017-12-03
227776,2017-12-03
229432,2017-12-03
229140,2017-12-03
229498,2017-12-03
229489,2017-12-03
229518,2017-12-04
229396,2017-12-04
229568,2017-12-04
227841,2017-12-05
229597,2017-12-05
220569,2017-12-05
229529,2017-12-05
229644,2017-12-06
229554,2017-12-06
229673,2017-12-06
229806,2017-12-07
229697,2017-12-07
229702,2017-12-07
229746,2017-12-07
229695,2017-12-07
229688,2017-12-07
229686,2017-12-07
229734,2017-12-07
200521,2017-12-07
229719,2017-12-07
229749,2017-12-07
229679,2017-12-07
229743,2017-12-07
229814,2017-12-08
229735,2017-12-08
229821,2017-12-08
229801,2017-12-08
229823,2017-12-08
229384,2017-12-09
229860,2017-12-09
229904,2017-12-10
216102,2017-12-10
229931,2017-12-10
229859,2017-12-11
230004,2017-12-11
229532,2017-12-11
208415,2017-12-11
229869,2017-12-11
230005,2017-12-12
229979,2017-12-12
229910,2017-12-12
225222,2017-12-12
230026,2017-12-12
230015,2017-12-13
230073,2017-12-13
229704,2017-12-13
230098,2017-12-13
230090,2017-12-13
230157,2017-12-14
230141,2017-12-14
230209,2017-12-16
230198,2017-12-16
230231,2017-12-17
230218,2017-12-17
230269,2017-12-18
230242,2017-12-18
230235,2017-12-18
230331,2017-12-19
230392,2017-12-19
230241,2017-12-19
230339,2017-12-19
230390,2017-12-19
230359,2017-12-19
230338,2017-12-19
230343,2017-12-19
230279,2017-12-19
230354,2017-12-19
230329,2017-12-19
230388,2017-12-19
230435,2017-12-20
230510,2017-12-20
230495,2017-12-20
230570,2017-12-20
230551,2017-12-20
230423,2017-12-20
230508,2017-12-20
230323,2017-12-20
230569,2017-12-20
230556,2017-12-20
202799,2017-12-20
230528,2017-12-20
230494,2017-12-20
230492,2017-12-20
230467,2017-12-20
230340,2017-12-20
230332,2017-12-20
230403,2017-12-20
230474,2017-12-20
230437,2017-12-20
230585,2017-12-20
230456,2017-12-20
230511,2017-12-20
230462,2017-12-20
230493,2017-12-20
230477,2017-12-20
230333,2017-12-20
230419,2017-12-20
230539,2017-12-20
230296,2017-12-20
230498,2017-12-20
230518,2017-12-20
230460,2017-12-20
230543,2017-12-20
230443,2017-12-20
230336,2017-12-20
230418,2017-12-20
230337,2017-12-21
230629,2017-12-21
230647,2017-12-21
230674,2017-12-21
230670,2017-12-21
230321,2017-12-21
230641,2017-12-21
230628,2017-12-21
230482,2017-12-21
230301,2017-12-21
230305,2017-12-21
230665,2017-12-21
230622,2017-12-21
230652,2017-12-21
230667,2017-12-21
230335,2017-12-21
230663,2017-12-21
230671,2017-12-21
230685,2017-12-21
230548,2017-12-21
230615,2017-12-21
230682,2017-12-21
230739,2017-12-22
230583,2017-12-22
230775,2017-12-22
230306,2017-12-22
230746,2017-12-22
230687,2017-12-22
230792,2017-12-23
230373,2017-12-23
230805,2017-12-23
230776,2017-12-23
230091,2017-12-23
230788,2017-12-23
230808,2017-12-23
230770,2017-12-24
230416,2017-12-24
230244,2017-12-24
230833,2017-12-25
230853,2017-12-26
230303,2017-12-26
213983,2017-12-26
230872,2017-12-26
230868,2017-12-26
230504,2017-12-27
230925,2017-12-27
230907,2017-12-27
230937,2017-12-27
230790,2017-12-27
230911,2017-12-27
230355,2017-12-27
230391,2017-12-27
230491,2017-12-27
230905,2017-12-27
230917,2017-12-27
230360,2017-12-28
230544,2017-12-28
230906,2017-12-28
230727,2017-12-28
230962,2017-12-28
230993,2017-12-28
231012,2017-12-29
230957,2017-12-29
230866,2017-12-29
230919,2017-12-30
231063,2017-12-30
230304,2017-12-31
230325,2017-12-31
231110,2017-12-31
231085,2018-01-01
223770,2018-01-01
231116,2018-01-01
230965,2018-01-01
231132,2018-01-01
231016,2018-01-01
230430,2018-01-01
231101,2018-01-01
231244,2018-01-02
231217,2018-01-02
231151,2018-01-02
231210,2018-01-02
231153,2018-01-02
230525,2018-01-02
231180,2018-01-02
231212,2018-01-02
231248,2018-01-02
231226,2018-01-02
231174,2018-01-02
231247,2018-01-02
231166,2018-01-02
231216,2018-01-02
231345,2018-01-03
231367,2018-01-03
231429,2018-01-03
231305,2018-01-03
231393,2018-01-03
231416,2018-01-03
231342,2018-01-03
231434,2018-01-03
230700,2018-01-03
226086,2018-01-03
231389,2018-01-03
231363,2018-01-03
231420,2018-01-03
231337,2018-01-03
231399,2018-01-03
231441,2018-01-03
231499,2018-01-03
231276,2018-01-03
231430,2018-01-03
231413,2018-01-03
231263,2018-01-03
231330,2018-01-03
231459,2018-01-03
231314,2018-01-03
231350,2018-01-03
230118,2018-01-03
231170,2018-01-03
231290,2018-01-03
226116,2018-01-03
228863,2018-01-03
231421,2018-01-03
231235,2018-01-03
227248,2018-01-03
231471,2018-01-03
231292,2018-01-03
231445,2018-01-03
231467,2018-01-03
231311,2018-01-03
231474,2018-01-03
229179,2018-01-03
231278,2018-01-03
231246,2018-01-03
231475,2018-01-03
231320,2018-01-03
231491,2018-01-03
231273,2018-01-03
231418,2018-01-03
231254,2018-01-03
225792,2018-01-03
231308,2018-01-03
231334,2018-01-03
231510,2018-01-03
231341,2018-01-03
231347,2018-01-03
231480,2018-01-03
231332,2018-01-03
231093,2018-01-03
231315,2018-01-03
231316,2018-01-03
231541,2018-01-03
231406,2018-01-03
231436,2018-01-03
231509,2018-01-03
231348,2018-01-03
231356,2018-01-03
231407,2018-01-03
231476,2018-01-03
231511,2018-01-03
231515,2018-01-03
231392,2018-01-03
231352,2018-01-03
231524,2018-01-03
231487,2018-01-03
231520,2018-01-03
231533,2018-01-03
231302,2018-01-03
231484,2018-01-03
231409,2018-01-03
231439,2018-01-03
227581,2018-01-03
231543,2018-01-03
231384,2018-01-03
229670,2018-01-03
231454,2018-01-03
231213,2018-01-03
231457,2018-01-03
231119,2018-01-03
231651,2018-01-04
230344,2018-01-04
231650,2018-01-04
231141,2018-01-04
231563,2018-01-04
231469,2018-01-04
231628,2018-01-04
231456,2018-01-04
231385,2018-01-04
231478,2018-01-04
226749,2018-01-04
231549,2018-01-04
231344,2018-01-04
231551,2018-01-04
231590,2018-01-04
231605,2018-01-04
231561,2018-01-04
231201,2018-01-04
231576,2018-01-04
231562,2018-01-04
231596,2018-01-04
231591,2018-01-04
231583,2018-01-04
227592,2018-01-04
231405,2018-01-04
230902,2018-01-04
231525,2018-01-04
231221,2018-01-04
231655,2018-01-04
231616,2018-01-04
231570,2018-01-04
230358,2018-01-04
231523,2018-01-04
231588,2018-01-04
231611,2018-01-04
231636,2018-01-04
231417,2018-01-04
231571,2018-01-04
231444,2018-01-05
231680,2018-01-05
231695,2018-01-05
231711,2018-01-05
231682,2018-01-05
231708,2018-01-05
231617,2018-01-05
231707,2018-01-05
231709,2018-01-05
231654,2018-01-05
231468,2018-01-05
231686,2018-01-05
231626,2018-01-05
230549,2018-01-05
231286,2018-01-05
231015,2018-01-05
231667,2018-01-05
231704,2018-01-05
231727,2018-01-05
231759,2018-01-06
231751,2018-01-06
231715,2018-01-06
231288,2018-01-06
231758,2018-01-06
231615,2018-01-06
231733,2018-01-06
231638,2018-01-06
231554,2018-01-06
231741,2018-01-07
227803,2018-01-07
231361,2018-01-07
231670,2018-01-07
231765,2018-01-07
231668,2018-01-07
231512,2018-01-07
231644,2018-01-07
230816,2018-01-07
231784,2018-01-07
231814,2018-01-08
231811,2018-01-08
231802,2018-01-08
231228,2018-01-08
223523,2018-01-08
226382,2018-01-08
226748,2018-01-08
231793,2018-01-08
231552,2018-01-08
231785,2018-01-08
231801,2018-01-08
231822,2018-01-08
230976,2018-01-08
231172,2018-01-08
231863,2018-01-09
231893,2018-01-09
231411,2018-01-09
231828,2018-01-09
231866,2018-01-09
231382,2018-01-09
231906,2018-01-09
231861,2018-01-09
231858,2018-01-09
231870,2018-01-09
231902,2018-01-09
231637,2018-01-09
231854,2018-01-09
231876,2018-01-09
231753,2018-01-09
231873,2018-01-09
231877,2018-01-09
231887,2018-01-10
231888,2018-01-10
231949,2018-01-10
231965,2018-01-10
231928,2018-01-10
231355,2018-01-10
231310,2018-01-10
231585,2018-01-10
227806,2018-01-10
231634,2018-01-10
231874,2018-01-10
230415,2018-01-10
230257,2018-01-10
231514,2018-01-10
231936,2018-01-10
231259,2018-01-10
229687,2018-01-10
232055,2018-01-11
231924,2018-01-11
230797,2018-01-11
231199,2018-01-11
231977,2018-01-11
231442,2018-01-11
232031,2018-01-11
231984,2018-01-11
232072,2018-01-11
231973,2018-01-11
232014,2018-01-11
230137,2018-01-11
231723,2018-01-11
232139,2018-01-12
232140,2018-01-12
230033,2018-01-12
230669,2018-01-12
232094,2018-01-12
231994,2018-01-12
232109,2018-01-12
229807,2018-01-12
231264,2018-01-12
232132,2018-01-12
232118,2018-01-12
232090,2018-01-12
231403,2018-01-13
231831,2018-01-13
232195,2018-01-13
232179,2018-01-13
232192,2018-01-13
232131,2018-01-13
232193,2018-01-13
232128,2018-01-13
232155,2018-01-13
232196,2018-01-13
231988,2018-01-14
232209,2018-01-14
232177,2018-01-14
232201,2018-01-14
232169,2018-01-15
232288,2018-01-15
232277,2018-01-15
231734,2018-01-15
232260,2018-01-15
232263,2018-01-15
231894,2018-01-15
232249,2018-01-15
232267,2018-01-15
232278,2018-01-15
230121,2018-01-15
231982,2018-01-15
231938,2018-01-15
232104,2018-01-15
232129,2018-01-15
232270,2018-01-15
232245,2018-01-15
232256,2018-01-15
232234,2018-01-15
224619,2018-01-16
226295,2018-01-16
232329,2018-01-16
232335,2018-01-16
232309,2018-01-16
232294,2018-01-16
232341,2018-01-16
232255,2018-01-16
202854,2018-01-16
231059,2018-01-16
231386,2018-01-16
231501,2018-01-16
232391,2018-01-17
232360,2018-01-17
231537,2018-01-17
232347,2018-01-17
231608,2018-01-17
230341,2018-01-17
232427,2018-01-18
230505,2018-01-18
232444,2018-01-18
231424,2018-01-18
232424,2018-01-18
232464,2018-01-18
232484,2018-01-19
232518,2018-01-19
231117,2018-01-19
229717,2018-01-19
232428,2018-01-19
232550,2018-01-20
232531,2018-01-20
232170,2018-01-20
225249,2018-01-20
232533,2018-01-20
232583,2018-01-21
232573,2018-01-21
229891,2018-01-21
231204,2018-01-21
232548,2018-01-21
223520,2018-01-22
232602,2018-01-22
230068,2018-01-22
232616,2018-01-22
232630,2018-01-22
232610,2018-01-22
231601,2018-01-22
231313,2018-01-22
231775,2018-01-22
231331,2018-01-22
232607,2018-01-22
231641,2018-01-22
230930,2018-01-22
231852,2018-01-23
231763,2018-01-23
232667,2018-01-23
232628,2018-01-23
231372,2018-01-23
231240,2018-01-23
232653,2018-01-23
232647,2018-01-23
230302,2018-01-23
232638,2018-01-23
232643,2018-01-23
232666,2018-01-23
232252,2018-01-23
232756,2018-01-24
233005,2018-01-24
232895,2018-01-24
232938,2018-01-24
232910,2018-01-24
232377,2018-01-24
232852,2018-01-24
232819,2018-01-24
232783,2018-01-24
232849,2018-01-24
232961,2018-01-24
232916,2018-01-24
232828,2018-01-24
233006,2018-01-24
232603,2018-01-24
232912,2018-01-24
232898,2018-01-24
232868,2018-01-24
232746,2018-01-24
232778,2018-01-24
232980,2018-01-24
232832,2018-01-24
233000,2018-01-24
232738,2018-01-24
232936,2018-01-24
232842,2018-01-24
232988,2018-01-24
232822,2018-01-24
232944,2018-01-24
232974,2018-01-24
232972,2018-01-24
232856,2018-01-24
232968,2018-01-24
232748,2018-01-24
232740,2018-01-24
232995,2018-01-24
232874,2018-01-24
231748,2018-01-24
232675,2018-01-24
233007,2018-01-24
232684,2018-01-24
232823,2018-01-24
232820,2018-01-24
232795,2018-01-24
232739,2018-01-25
232639,2018-01-25
232939,2018-01-25
232272,2018-01-25
233047,2018-01-25
231189,2018-01-25
233035,2018-01-25
233023,2018-01-25
232752,2018-01-25
232039,2018-01-25
233087,2018-01-25
233025,2018-01-25
233050,2018-01-25
233031,2018-01-25
231755,2018-01-25
233165,2018-01-25
233052,2018-01-25
233032,2018-01-25
231412,2018-01-25
233090,2018-01-25
233197,2018-01-26
231481,2018-01-26
233093,2018-01-26
232148,2018-01-26
232927,2018-01-26
233226,2018-01-26
233229,2018-01-26
233196,2018-01-26
233205,2018-01-26
233235,2018-01-26
232957,2018-01-27
233259,2018-01-27
233258,2018-01-27
233264,2018-01-27
231496,2018-01-27
227791,2018-01-27
232497,2018-01-27
233238,2018-01-27
233101,2018-01-27
233304,2018-01-28
231527,2018-01-28
232886,2018-01-28
232253,2018-01-28
233303,2018-01-28
233024,2018-01-28
232199,2018-01-28
232315,2018-01-28
233068,2018-01-29
233281,2018-01-29
233318,2018-01-29
233345,2018-01-29
233092,2018-01-29
233237,2018-01-29
233372,2018-01-29
232810,2018-01-29
231535,2018-01-29
233080,2018-01-29
233363,2018-01-29
232943,2018-01-29
233406,2018-01-30
233250,2018-01-30
232186,2018-01-30
233204,2018-01-30
232044,2018-01-30
233439,2018-01-30
233392,2018-01-30
229043,2018-01-30
233387,2018-01-30
232208,2018-01-31
233199,2018-01-31
233302,2018-01-31
233471,2018-01-31
233482,2018-01-31
232111,2018-01-31
233463,2018-01-31
233036,2018-01-31
232890,2018-01-31
231774,2018-02-01
233470,2018-02-01
231569,2018-02-01
232806,2018-02-01
233549,2018-02-01
233522,2018-02-01
233162,2018-02-01
233541,2018-02-01
233563,2018-02-01
233550,2018-02-01
233529,2018-02-01
233559,2018-02-01
233544,2018-02-02
233094,2018-02-02
232246,2018-02-02
233248,2018-02-03
